53;BEBIDA LACTEA CAMPONESA CEREAIS MAMAO 200ML;7896259415916;0.00;1.29;0.000;UN;730;S
54;BEBIDA LACTEA CAMPONESA CEREAIS BANANA 200ML;7896259415909;0.00;1.29;0.000;UN;730;S
55;LEITE DESNATADO VALEDOURADO 1L;7896085307034;0.00;3.15;0.000;UN;120;S
56;LEITE INTEGRAL ELEGE 1L;7896079500151;3.85;4.49;46.000;UN;120;N
57;LEITE DESNATADO ELEGE 1L;7896079500175;0.00;3.90;-2.000;UN;120;N
58;ACHOCOLATADO TODDYNHO 200ML;7894321722016;2.67;2.19;1505.000;UN;800;N
59;ACHOCOLATADO VALEDOURADO 200ML;7896085340628;0.00;1.10;-1.000;UN;800;N
60;ACHOCOLATADO VALEDOURADO DOURADINHO 200ML;7896085340604;0.00;0.99;0.000;UN;800;S
61;SUCO SOLLYS NESTLE LARANJA 200ML;7891000061060;0.00;1.29;-2.000;UN;780;N
62;SUCO SOLLYS NESTLE UVA 200ML;7891000060971;0.00;1.29;0.000;UN;780;S
63;SUCO SOLLYS NESTLE MACA 200ML;7891000061169;0.00;1.29;0.000;UN;780;S
64;SUCO SOLLYS NESTLE PESSEGO 200ML;7891000061039;0.00;1.29;0.000;UN;780;S
65;SUCO DAFRUTA HOTWHEELS UVA 200ML;7896005401989;0.00;0.99;0.000;UN;780;S
66;SUCO DAFRUTA HOTWHEELS MORANGO 200ML;7896005402009;0.00;0.99;0.000;UN;780;S
67;BEBIDA LACTEA NESQUIK MORANGO 200ML;7891000389201;2.11;2.69;-1.000;UN;730;N
68;BEBIDA LACTEA NINHO FRUTI 200ML;7891000077610;0.00;2.09;0.000;UN;730;S
69;VINHO TINTO SUAVE QUINTA DO MORGADO 750ML;7896037913146;10.99;14.49;49.000;UN;812;N
70;VINHO ROSE SUAVE SANTA FELICIDADE 720ML;7896937500033;0.00;8.50;-2.000;UN;812;N
71;MARGARINA DELINE CREMOSA COM SAL 250G;7893000979932;3.11;3.39;183.000;UN;741;N
72;VINHO TINTO SECO PERGOLA 1L;7896855901400;16.20;23.19;-2.000;UN;812;N
73;MARGARINA CLAYBOM CREMOSA COM SAL 250G;7891515901066;2.90;3.69;-2.000;UN;741;N
74;MARGARINA DELICIA CREMOSA COM SAL 250G;7894904271535;3.43;3.99;62.000;UN;741;N
75;MARGARINA DELICIA SUPREME COM SAL 250G;7891080112829;3.80;4.89;24.000;UN;741;N
76;SUCO TAMPICO FRUTAS CITRICAS 200ML;0095188792007;1.30;1.75;-40.000;UN;780;N
77;SUCO SU FRESH TURMA DA MONICA MACA 200ML;7898192030706;0.00;1.19;-4.000;UN;780;S
78;MARGARINA QUALY CREMOSA COM SAL 250G;7893000394117;4.30;4.89;116.000;UN;741;N
79;MARGARINA QUALY AERA COM SAL 250G;7893000081628;0.00;3.15;0.000;UN;741;S
80;SUCO ISIS ACEROLA E LARANJA 350ML;7898037640237;1.90;2.49;48.000;UN;780;N
81;MARGARINA DELINE CREMOSA COM SAL 500G;7893000980006;5.85;5.99;117.000;UN;741;N
82;SUCO ISIS FRUTAS CITRICAS 350ML;7898037640190;1.90;2.49;66.000;UN;780;N
83;SUCO ISIS GUARANA E ACAI 350ML;7898037640275;1.90;2.49;40.000;UN;780;N
84;MARGARINA QUALY CREMOSA COM SAL 500G;7893000394209;7.70;9.19;61.000;UN;741;N
85;SUCO SKINKA FRUTAS CITRICAS 350ML;7896052601516;1.39;1.99;15.000;UN;780;N
86;MARGARINA DELINE CREMOSA COM SAL 1KG;7893000079311;11.22;11.29;19.000;UN;741;N
87;MARGARINA DELICIA CREMOSA COM SAL 1KG;7891080400063;12.50;14.49;216.000;UN;741;N
88;MARGARINA QUALY CREMOSA COM SAL 1KG;7893000079298;14.77;17.59;19.000;UN;741;N
89;MARGARINA VITARELLA CREMOSA COM SAL 500G;7891152506822;0.00;2.75;-1.000;UN;741;N
90;MANTEIGA VALEDOURADO COM SAL 500G;7896085302015;0.00;12.75;0.000;UN;740;S
91;SUCO DEL VALLE KAPO MORANGO 200ML;7894900583700;1.91;2.39;42.000;UN;780;N
92;SUCO DEL VALLE KAPO LARANJA 200ML;7894900563702;1.91;2.39;9.000;UN;780;N
93;SUCO DEL VALLE KAPO ABACAXI 200ML;7894900603705;0.00;2.29;0.000;UN;780;S
94;SUCO DEL VALLE KAPO MARACUJA 200ML;7894900573701;1.91;2.39;8.000;UN;780;N
95;MARGARINA BECEL SEM SAL 250G;7891042091384;0.00;4.60;-1.000;UN;741;N
96;SUCO DEL VALLE KAPO UVA 200ML;7894900593709;1.91;2.39;18.000;UN;780;N
97;MANTEIGA REGINA COM SAL 200G;7896010400885;11.50;14.99;6.000;UN;740;N
98;ACHOCOLATADO DEL VALLE KAPO 200ML;7894900623703;0.00;1.89;0.000;UN;940;S
99;MANTEIGA ORIGINAL DE MINAS COM SAL 200G;7899447500012;0.00;7.25;-2.000;UN;740;N
100;BEBIDA LACTEA EMBAREKIDS CARAMELO 200ML;7896259411826;0.00;1.29;0.000;UN;730;S
101;MANTEIGA CARIRI COM SAL 200G;7898131650170;0.00;4.39;0.000;UN;740;S
102;LEITE FERMENTADO ELEGE BOB MORANGO 80G;7891097087431;0.90;1.35;133.000;UN;730;N
103;MARGARINA AMELIA COM SAL SACO 1,010KG;7896096000337;16.57;22.39;14.000;UN;741;N
104;LEITE FERMENTADO ELEGE BOB UVA 80G;7891097087455;0.83;1.35;-42.000;UN;730;N
105;LEITE FERMENTADO ELEGE BOB MORANGO 160G;7891515941895;0.00;1.79;0.000;UN;730;S
106;MANTEIGA CAMPONESA COM SAL 500G;7896259410171;20.41;27.69;22.000;UN;740;N
107;LEITE FERMENTADO ELEGE BOB UVA 160G;7891515941901;0.00;1.79;0.000;UN;730;S
108;MANTEIGA BETANIA COM SAL 500G;7898403780062;0.00;14.75;-1.000;UN;740;N
109;MARGARINA VITARELLA CREMOSA COM SAL 250G;7891152506815;0.00;1.95;0.000;UN;741;S
110;ENERGETICO GUARAMIX SPORT DRINK 500ML;7898216250042;4.38;5.69;-78.000;UN;840;N
111;MANTEIGA BOM LEITE COM SAL 200G;7898118390068;8.39;10.99;11.000;UN;740;N
112;ACHOCOLATADO LACTO 200ML;7898133290190;0.00;0.99;0.000;UN;800;S
113;ACHOCOLATADO CHOCO ISIS 200ML;7898034920387;0.00;1.35;0.000;UN;800;S
114;REQUEIJAO POLENGHI CREMOSO LIGHT 200G;7891143013919;6.88;9.49;13.000;UN;742;N
115;REQUEIJAO POLENGHI CREMOSO 200G;7891143013193;6.88;9.49;5.000;UN;742;N
116;AGUA DE COCO PURO COCO MAGUARY 200ML;7896000593764;0.00;1.40;0.000;UN;790;S
117;REQUEIJAO NESTLE CREMOSO TRADICIONAL 200G;7891000084649;8.23;11.49;9.000;UN;742;N
118;AGUA DE COCO KERO COCO 330ML;7896828000482;5.20;6.49;7.000;UN;790;N
119;REQUEIJAO ISIS CREMOSO 220G;7898034920127;6.93;9.39;18.000;UN;742;N
120;AGUA DE COCO KERO COCO 1L;7896828000239;9.26;11.39;12.000;UN;790;N
121;REQUEIJAO CARIRI CREMOSO 180G;7898131650835;0.00;4.15;0.000;UN;742;S
122;REFRIG. PEPSI 237ML;7892840812973;0.00;0.99;0.000;UN;770;S
123;REFRIG. SUKITA UVA 237ML;7891149103423;0.00;0.99;0.000;UN;770;S
124;REQUEIJAO SADIA SPECIALE CREMOSO LIGHT 200G;7622300059859;0.00;6.35;0.000;UN;742;S
125;REQUEIJAO POLENGHI CREMOSO PRATO 200G;7891143013179;0.00;7.15;0.000;UN;742;S
126;REFRIG. ICE COLA 350ML;7898938236102;0.00;1.25;0.000;UN;770;S
127;REQUEIJAO ELEGE CREMOSO LIGHT 200G;7896079588531;0.00;6.19;0.000;UN;742;S
128;CHA VERDE FEEL GOOD 350ML;7898192031567;0.00;4.35;0.000;UN;291;S
129;REQUEIJAO ISIS CREMOSO LIGHT 220G;7898034920660;7.06;9.59;10.000;UN;742;N
130;REQUEIJAO BOM LEITE CREMOSO LIGHT 180G;7898118391249;5.59;7.89;0.000;UN;742;S
131;CHA VERDE CRANBERRY FEEL GOOD 350ML;7898192034889;0.00;3.39;0.000;UN;291;S
132;REQUEIJAO NESTLE CREMOSO LIGHT 200G;7891000084663;8.77;11.89;1.000;UN;742;N
133;CHA BRANCO LICHIA FEEL GOOD 350ML;7898192033332;0.00;3.39;0.000;UN;291;S
134;REQUEIJAO BOM LEITE CREMOSO 180G;7898118391256;5.49;7.39;33.000;UN;742;N
135;MASSA PASTEL PASTICREM 200G;7896109200013;0.00;2.60;0.000;UN;107;S
136;MASSA PASTEL MASSAFEST 200G;7898928718014;0.00;2.20;0.000;UN;107;S
137;CREAM CHEESE PHILADELPHIA 150G;7893333325000;0.00;8.65;0.000;UN;742;S
138;PATE DE PRESUNTO PERDIGAO 100G;7891515877958;0.00;2.10;-1.000;UN;272;S
139;PATE DE PEITO DE PERU PERDIGAO 100G;7893000025653;3.00;4.49;10.000;UN;272;N
140;LEITE INTEGRAL TOTAL 1L;7896010401073;0.00;4.50;0.000;UN;120;S
141;QUEIJO CHEDDAR SANDUBOM 144G;7898258810181;0.00;5.10;0.000;UN;750;S
142;SALAME ITALIANO SADIA 100G;7893000072398;0.00;8.00;0.000;UN;720;S
143;QUEIJO PRATO SANDUBOM 144G;7898258810174;0.00;5.10;0.000;UN;750;S
144;SALSICHA DE FRAGO PERDIGAO 500G;7891515742089;0.00;7.39;0.000;UN;720;S
145;SALSICHA HOT DOG SADIA 500G;7893000135529;0.00;8.00;0.000;UN;720;S
146;IOGURTE CARIRI MORANGO 1000G;7898131650026;0.00;2.60;0.000;UN;730;S
147;SOBREMESA BATAVO CHOCOLATE 200G;0000078903784;4.65;6.29;7.000;UN;730;N
148;IOGURTE CARIRI GRAVIOLA 1000G;7898131650217;0.00;2.60;0.000;UN;730;S
149;IOGURTE CARIRI CAJA 1000G;7898131650415;0.00;2.60;0.000;UN;730;S
150;IOGURTE CARIRI SALADA DE FRUTAS 1000G;7898131650248;0.00;2.60;0.000;UN;730;S
151;IOGURTE DANONE GREGO TRADICIONAL 100G;7891025320616;0.00;2.29;0.000;UN;730;S
152;IOGURTE CARIRI AMEIXA 1000G;7898131650033;0.00;2.60;0.000;UN;730;S
153;IOGURTE NESTLE GREGO TRADICIONAL LIGHT 100G;7891000096864;2.04;2.79;60.000;UN;730;N
154;IOGURTE DANONE GREGO MARACUJA LIGHT 100G;7891025105336;0.00;2.15;0.000;UN;730;S
155;IOGURTE NESTLE GREGO ABACAXI 100G;7891000104651;0.00;1.55;0.000;UN;730;S
156;IOGURTE ISIS AMEIXA 1000G;7898037640633;4.75;6.19;22.000;UN;730;N
157;IOGURTE DANONE GREGO FRUTAS VERMELHAS 100G;7891025101673;0.00;2.59;0.000;UN;730;S
158;IOGURTE NESTLE GREGO PESSEGO 100G;7891000104637;0.00;1.85;0.000;UN;730;S
159;IOGURTE ISIS GRAVIOLA 900G;7898037640244;4.75;5.99;16.000;UN;730;N
160;IOGURTE ISIS GOIABA 1000G;7898037640251;0.00;3.39;0.000;UN;730;S
161;IOGURTE NESTLE GREGO TRADICIONAL 100G;7891000092453;0.00;2.20;0.000;UN;730;S
162;IOGURTE VALEGUT CREMOSO MORANGO 1000G;7896085307058;0.00;2.45;0.000;UN;730;S
163;IOGURTE ISIS MORANGO 900G;7898037640350;8.90;11.69;5.000;UN;730;N
164;IOGURTE ISIS AMEIXA 900G;7898037640664;8.90;11.69;6.000;UN;730;N
165;IOGURTE ISIS FRUTAS VERMELHAS 900G;7898037640343;8.90;11.69;5.000;UN;730;N
166;IOGURTE NESTLE 100G;7891000041178;0.00;0.71;0.000;UN;730;S
167;IOGURTE DANONE ACTIVIA MORANGO 900G;7891025104377;0.00;8.69;0.000;UN;730;S
168;IOGURTE DANONE ACTIVIA AMEIXA 100G;0000078922402;0.00;0.99;0.000;UN;730;S
169;IOGURTE DANONE ACTIVIA AVEIA 900G;7891025104476;0.00;8.99;0.000;UN;730;S
170;IOGURTE NESTLE NINHO 3 SABORES 100G;7891000103838;0.00;0.85;0.000;UN;730;S
171;TIC TAC;0000078935396;0.00;1.00;0.000;UN;140;S
172;IOGURTE DANONE CORPUS LIGHT AMEIXA 900G;7891025108870;0.00;8.35;0.000;UN;730;S
173;IOGURTE NESTLE CHAMYTO 1+1 130G;7891000024027;0.00;4.85;0.000;UN;730;S
174;IOGURTE DANONE CORPUS LIGHT MORANGO 900G;7891025108863;0.00;21.10;0.000;UN;730;S
175;IOGURTE DANONINHO MORANGO 85G;0000078934092;0.00;1.00;0.000;UN;730;S
176;IOGURTE NESTLE NINHO PETIT MORANGO 90G;7891000197103;0.00;0.79;0.000;UN;730;S
177;IOGURTE ISIS MORANGO 900G;7898037640138;4.75;5.99;31.000;UN;730;N
178;IOGURTE ISIS SALADA DE FRUTAS 900G;7898037640404;4.75;5.99;12.000;UN;730;N
179;IOGURTE NESTLE NINHO PETIT FRUTAS 80G;7891000066645;0.00;0.99;-1.000;UN;730;N
180;IOGURTE NESTLE NINHO PETIT MORANGO E MEL 90G;7891000029527;0.00;1.09;0.000;UN;730;S
181;IOGURTE ISIS MORANGO 150G;7898037640121;0.99;1.35;0.000;UN;730;S
182;IOGURTE BOM LEITE MORANGO 150G;7898118390297;0.00;0.95;0.000;UN;730;S
183;IOGURTE NESTLE GREGO FRUTAS VERMELHAS 100G;7891000092699;0.00;1.99;0.000;UN;730;S
184;IOGURTE DANONE T. DA MONICA MORANGO 100G;7891025320562;0.00;1.00;0.000;UN;730;S
185;IOGURTE DANONINHO LEITINHO E MORANGO 80G;7891025105275;0.00;0.85;0.000;UN;730;S
186;IOGURTE DANONINHO UVA ROXA E VERDE 80G;7891025102045;0.00;1.29;0.000;UN;730;S
187;IOGURTE BOM LEITE INTEGRAL MORANGO 90G;7891183906486;0.00;0.54;0.000;UN;730;S
188;LEITE PASTEURIZADO BOM LEITE 1L;7898118390013;0.00;2.99;0.000;UN;120;S
189;IOGURTE BATAVO MORANGO 100G;7891515972011;0.00;0.66;0.000;UN;730;S
190;IOGURTE BOM LEITE MORANGO 900G;7898118391430;5.32;6.75;11.000;UN;730;N
191;IOGURTE NESTLE NESTON DE FRUTAS 100G;7891000038512;0.00;0.85;0.000;UN;730;S
192;IOGURTE NESTLE MORANGO 180G;7891000044414;0.00;2.69;0.000;UN;730;S
193;IOGURTE NESTLE MOLICO ZERO AMEIXA 170G;7891000089439;0.00;3.60;0.000;UN;730;S
194;IOGURTE NESTLE MOLICO ZERO MAMAO 170G;7891000014547;0.00;3.99;0.000;UN;730;S
195;IOGURTE DANONE T. DA MONICA BANANA E MACA 100G;7891025101680;0.00;1.00;0.000;UN;730;S
196;IOGURTE NESTLE MOLICO ZERO VITAMINAS DE FRUT 170G;7891000094372;0.00;2.90;0.000;UN;730;S
197;IOGURTE NESTLE MOLICO ZERO MORANGO 170G;7891000014486;0.00;3.49;0.000;UN;730;S
198;IOGURTE ISIS VIVA LEVE MORANGO DESNATADO 900G;7898037640466;9.98;12.99;5.000;UN;730;N
199;IOGURTE NESTLE CHAMBINHO MORANGO 80G;7891000104385;0.00;1.20;0.000;UN;730;S
200;IOGURTE NESTLE NINHO MORANGO 170G;7891000103876;3.46;4.69;5.000;UN;730;N
201;IOGURTE NESTLE FLAN MORANGO 110G;0000078903975;0.00;2.69;0.000;UN;730;S
202;IOGURTE NESTLE NINHO MACA E BANANA 170G;7891000103852;3.46;4.69;5.000;UN;730;N
203;IOGURTE NESTLE FLAN CARAMELO 110G;0000078917361;0.00;2.59;0.000;UN;730;S
204;IOGURTE DANETTE CHOCOLATE 110G;0000078902374;0.00;3.87;0.000;UN;730;S
205;IOGURTE NESTLE NESTON SUCO DE FRUTAS 180G;7891000014448;0.00;3.40;0.000;UN;730;S
206;IOGURTE ISIS MORANGO 480G;7898037640022;4.89;6.39;8.000;UN;730;N
207;IOGURTE DANONE PARCIALMENTE DESNATADO 170G;7891025102540;0.00;2.99;0.000;UN;730;S
208;IOGURTE ISIS SALADA DE FRUTAS 480G;7898037640084;4.89;6.39;9.000;UN;730;N
209;IOGURTE DANONE ACTIVIA MORANGO 150G;7891025102656;2.42;3.10;6.000;UN;730;N
210;IOGURTE ISIS BANANA COM MACA 480G;7898037640060;4.89;6.39;14.000;UN;730;N
211;IOGURTE DANONE MORANGO 170G;7891025101376;3.22;4.39;2.000;UN;730;N
212;IOGURTE DANONE CORPUS LIGHT MORANGO 170G;7891025126768;0.00;4.99;0.000;UN;730;S
213;IOGURTE PAULISTA MORANGO 170G;7891025320777;0.00;1.35;0.000;UN;730;S
214;IOGURTE DANONINHO MORANGO 180G;7891025304753;0.00;4.59;0.000;UN;730;S
215;IOGURTE DANONE ACTIVIA AMEIXA 180G;7891025431435;0.00;3.29;0.000;UN;730;S
216;LEITE FERMENTADO ELEGE BOB LARANJA 80G;7891097087448;1.03;1.35;109.000;UN;730;N
217;IOGURTE NESTLE CHANDELLE CHOCOLATE BRANCO 110G;0000078903845;0.00;2.40;0.000;UN;730;S
218;IOGURTE ISIS SALADA DE FRUTA 170G;7898037640077;2.30;2.99;11.000;UN;730;N
219;IOGURTE NESTLE CHANDELLE CHOCOLATE 110G;0000078903852;0.00;2.40;0.000;UN;730;S
220;IOGURTE ISIS MORANGO 170G;7898037640015;2.30;2.99;43.000;UN;730;N
221;IOGURTE ISIS AMEIXA 180G;7898037640039;2.30;2.99;20.000;UN;730;N
222;IOGURTE ISIS FRUTAS VERMELHAS 180G;7898037640367;2.30;2.99;10.000;UN;730;N
223;IOGURTE ISIS MEL 180G;7898037640398;0.00;2.35;0.000;UN;730;S
224;IOGURTE BATAVO GRAOS DE LINHACA 170G;7891515980245;0.00;2.65;0.000;UN;730;S
225;IOGURTE ISIS VIVA LEVE AMEIXA 180G;7898037640312;2.68;3.49;19.000;UN;730;N
226;IOGURTE BATAVO ACUCAR DA FRUTA 170G;7891515980221;0.00;2.69;0.000;UN;730;S
227;IOGURTE ISIS VIVA LEVE MORANGO 180G;7898037640114;2.68;3.49;29.000;UN;730;N
228;IOGURTE DANONE DANUP LIMONADA 300G;7891025105107;0.00;4.65;0.000;UN;730;S
229;IOGURTE NESTLE INTEGRAL CENOURA/LARANJA/MEL 170G;7891000072998;3.60;4.69;0.000;UN;730;N
230;IOGURTE NESTLE INTEGRAL COM MEL 170G;7891000072974;3.60;4.89;4.000;UN;730;N
231;IOGURTE NESTLE INTEGRAL 170G;7891000072950;3.68;4.79;20.000;UN;730;N
232;IOGURTE DANONE DANIO ABACAXI 125G;7891025101239;0.00;3.30;0.000;UN;730;S
233;IOGURTE BOTAVO GRAOS COM FLOCOS DE AVEIA 170G;7891515980238;0.00;2.65;0.000;UN;730;S
234;IOGURTE DANONE DANUP VIT. DE BANANA 300G;7891025105091;0.00;4.65;0.000;UN;730;S
235;IOGURTE NESTLE DESNATADO 160G;7891000073018;3.49;4.69;0.000;UN;730;N
236;COALHADA ISIS ADOCADA INTEGRAL 150G;7898037640183;2.60;3.39;34.000;UN;743;N
237;IOGURTE BICAMADA FRUISIS MORANGO 150G;7898037640145;2.99;3.89;26.000;UN;730;N
238;IOGURTE BICAMADA FRUISIS AMEIXA 150G;7898037640152;0.00;2.55;0.000;UN;730;S
239;IOGURTE BICAMADA BETANIA MORANGO 150G;7898403781632;0.00;2.20;0.000;UN;730;S
240;IOGURTE  BOM LEITE INTEGRAL 180G;7898118390747;0.00;2.19;0.000;UN;730;S
241;IOGURTE BICAMADA NESTLE MORANGO 150G;7891000340004;3.40;4.99;2.000;UN;730;N
242;COALHADA ISIS ADOCADA DESNATADA 150G;7898037640176;2.60;3.39;39.000;UN;743;N
243;VITAMINA NESTLE NESTON DE FRUTAS 280ML;7891000090732;4.75;6.29;9.000;UN;730;N
244;LEITE FERMENTADO CHAMYTO BIG 120G;7891000027967;0.00;2.15;-1135.000;UN;730;N
245;LEITE FERMENTADO CHAMYTO 75G;0000078928374;0.00;1.35;-462.000;UN;730;N
246;ACHOCOLATADO NESCAU SHAKE 270ML;7891000101926;4.87;6.99;16.000;UN;800;N
247;LEITE FERMENTADO PAULISTA 75G;7891025330172;0.00;0.90;0.000;UN;730;S
248;ACHOCOLATADO NESTLE ALPINO 280ML;7891000067048;4.87;6.99;8.000;UN;800;N
249;LEITE FERMENTADO YAKULT 80G;0000078911000;1.62;2.19;-851.000;UN;730;N
250;LEITE FERMENTADO NINHO 75G;0000078925359;0.00;1.14;0.000;UN;730;S
251;LEITE FERMENTADO DANONINHO 75G;7891025301486;0.00;1.00;0.000;UN;730;S
252;LEITE FERMENTADO DANONE ACTIMEL MORANGO 100G;0000078927001;0.00;1.49;0.000;UN;730;S
253;LEITE FERMENTADO DANONE ACTIMEL TRADICIONAL 100G;0000078926998;0.00;1.25;0.000;UN;730;S
254;IORGUTE NINHO FRUTI MORANGUINHO 250G;7891000094396;0.00;6.75;0.000;UN;730;S
255;SUCO ISIS GUARANA E ACAI 1L;7898037640305;3.35;4.39;10.000;UN;780;N
256;SUCO ISIS ACEROLA E LARANJA 1L;7898037640268;3.19;4.19;3.000;UN;780;N
257;SMIRNOFF ICE TIPLE FILTERED 310ML;7893218002781;0.00;4.30;0.000;UN;810;S
258;SUCO ISIS FRUTAS CITRICAS ZERO 1L;7898037640541;3.35;4.39;30.000;UN;780;N
259;AGUA H2O 1,5L;7892840812416;0.00;5.50;0.000;UN;790;S
260;AGUA MINERAL CRYSTAL S/GAS 500ML;7894900530001;1.39;1.79;151.000;UN;790;N
261;AGUA MINERAL INDAIA COM GAS 500ML;7896445490550;1.67;2.09;22.000;UN;790;N
262;AGUA MINERAL CRYSTAL 1,5L;7894900530032;2.40;3.09;14.000;UN;790;N
263;AGUA H2OH LIMONETO 500ML;7892840812850;2.58;3.49;169.000;UN;790;N
264;AGUA H2OH LIMAO 500ML;7892840812423;2.31;3.49;23.000;UN;790;N
265;ENERGETICO HORUS RX 269ML;7898037640794;0.00;4.80;0.000;UN;840;S
266;FILE DE POLACA DO ALASCA SWIFT 1KG;7899567206252;0.00;21.00;0.000;UN;680;S
267;MEIO DAS ASAS TULIPA TEMP. 800G;7898234232266;0.00;13.19;0.000;UN;670;S
268;ESPETINHO FRANGO E BACON TEMP. 800G;7898234232235;0.00;28.75;0.000;UN;660;S
269;ESPETINHO FRANGO TEMP. 800G;7898234232242;0.00;22.39;0.000;UN;660;S
270;ESPETINHO CORACAO TEMP. 800G;7898234232259;0.00;17.69;0.000;UN;556;S
271;COXAS E SOBRECOXAS BONASA 1KG;7898423425967;0.00;11.70;0.000;UN;670;S
272;COXINHAS DAS ASAS BONASA 1KG;7898423422119;0.00;11.99;0.000;UN;670;S
273;COXA SOBRECOXA DE FRANGO CONGELADA FRONGO NATO 1KG;7898234233515;10.04;14.89;11.000;UN;670;N
274;MIUDOS CONGELADOS DE FRANGO NATTO 1KG;7898234233577;0.00;4.99;0.000;UN;670;S
