9722,"840.06","234.000","7.800","8.63","10.99"
12768,"464.00","232.000","7.733","78.49","93.55"
1548,"909.72","228.000","7.600","2.95","3.42"
3336,"973.83","227.000","7.567","3.15","3.41"
649,"441.78","222.000","7.400","10.02","14.02"
6420,"473.04","216.000","7.200","6.50","5.11"
12121,"1077.84","216.000","7.200","12.21","9.80"
1618,"718.35","215.000","7.167","15.34","14.30"
3091,"2471.10","214.878","7.163","1.55","1.61"
2463,"373.49","214.000","7.133","1.21","3.21"
2816,"6380.98","212.946","7.098","19.17","13.30"
12911,"5776.46","210.133","7.004","17.36","13.13"
8434,"341.36","204.000","6.800","3.57","8.15"
9725,"9137.81","203.064","6.769","49.29","31.93"
3564,"664.58","202.000","6.733","45.95","46.76"
12931,"495.00","198.000","6.600","1.36","3.14"
12784,"305.35","197.000","6.567","45.72","84.91"
10805,"2061.50","195.000","6.500","15.83","10.05"
102,"256.50","190.000","6.333","2.68","7.59"
249,"394.92","188.000","6.267","4.13","7.51"
2397,"658.00","188.000","6.267","25.40","34.81"
3804,"109.80","183.000","6.100","22.59","75.93"
7695,"1108.01","179.000","5.967","6.37","8.49"
12793,"890.00","178.000","5.933","2.44","2.82"
574,"297.44","176.000","5.867","25.69","33.02"
12376,"173.25","175.000","5.833","3.32","6.94"
3394,"547.17","173.000","5.767","37.83","40.05"
2850,"6155.53","171.029","5.701","92.80","88.16"
12761,"593.30","170.000","5.667","1.63","2.69"
12763,"749.83","167.000","5.567","2.06","2.65"
2809,"7166.22","163.801","5.460","10.99","9.25"
6202,"285.27","163.000","5.433","0.92","2.45"
10538,"519.97","163.000","5.433","41.43","37.39"
2526,"1764.18","162.000","5.400","9.52","25.47"
104,"216.00","160.000","5.333","2.26","6.39"
2135,"1117.41","159.000","5.300","79.50","77.94"
5729,"1625.95","155.000","5.167","31.51","25.75"
10868,"494.45","155.000","5.167","5.08","7.28"
2817,"1835.22","153.060","5.102","5.51","9.56"
2834,"3818.57","152.743","5.091","20.41","23.34"
1561,"400.15","151.000","5.033","1.30","2.27"
2136,"572.29","151.000","5.033","6.48","6.85"
2457,"602.49","151.000","5.033","1.95","2.27"
56,"672.22","148.000","4.933","9.80","18.69"
1031,"871.72","148.000","4.933","46.09","45.68"
9161,"516.52","148.000","4.933","2.97","7.02"
10545,"174.93","147.000","4.900","3.97","9.28"
665,"288.55","145.000","4.833","6.54","9.15"
6883,"315.36","144.000","4.800","1.02","2.16"
12758,"351.09","141.000","4.700","0.96","2.23"
2490,"216.60","140.000","4.667","4.63","9.31"
3371,"1538.60","140.000","4.667","8.84","6.64"
91,"329.82","138.000","4.600","4.12","6.58"
759,"260.82","138.000","4.600","18.23","19.94"
14672,"550.62","138.000","4.600","1.96","4.01"
1605,"1213.65","135.000","4.500","3.93","2.03"
9821,"2675.71","135.000","4.500","20.55","6.96"
264,"453.70","130.000","4.333","9.69","8.65"
14255,"772.71","129.000","4.300","4.44","6.12"
96,"305.92","128.000","4.267","3.82","6.10"
1612,"510.72","128.000","4.267","1.65","1.92"
12312,"649.92","128.000","4.267","15.78","16.20"
260,"227.33","127.000","4.233","4.86","8.45"
10848,"762.00","127.000","4.233","16.27","8.45"
1570,"754.74","126.000","4.200","9.43","6.01"
12377,"250.74","126.000","4.200","4.80","4.99"
11126,"298.75","125.000","4.167","3.38","5.67"
12127,"436.25","125.000","4.167","4.94","5.67"
15092,"978.36","124.000","4.133","3.47","3.60"
1567,"958.17","123.000","4.100","3.10","1.85"
11252,"157.38","122.000","4.067","11.00","17.63"
12524,"206.18","122.000","4.067","14.41","17.63"
4273,"252.89","121.000","4.033","5.40","8.05"
10621,"437.19","121.000","4.033","7.76","12.72"
1601,"778.80","120.000","4.000","2.52","1.80"
2545,"190.80","120.000","4.000","4.48","9.17"
2547,"838.80","120.000","4.000","2.72","1.80"
11202,"1258.80","120.000","4.000","4.08","1.80"
12478,"189.21","119.000","3.967","3.62","4.72"
2813,"4920.77","117.185","3.906","7.54","6.62"
2814,"2280.08","116.387","3.880","21.82","27.70"
13082,"138.04","116.000","3.867","22.22","23.82"
244,"247.25","115.000","3.833","2.59","4.59"
3075,"2491.29","113.244","3.775","63.05","55.48"
12055,"202.27","113.000","3.767","13.86","14.87"
888,"928.48","112.000","3.733","16.48","11.78"
2504,"446.88","112.000","3.733","4.59","5.26"
12778,"555.00","111.000","3.700","1.52","1.76"
7692,"648.55","109.000","3.633","3.73","5.17"
45,"787.32","108.000","3.600","18.50","8.26"
2137,"401.74","106.000","3.533","4.55","4.81"
12381,"210.94","106.000","3.533","4.04","4.20"
12240,"208.95","105.000","3.500","3.71","3.48"
2139,"394.16","104.000","3.467","4.46","4.72"
8154,"297.67","103.000","3.433","23.46","25.25"
12622,"184.37","103.000","3.433","3.53","4.08"
11080,"2055.56","102.778","3.426","5.65","1.63"
81,"622.38","102.000","3.400","12.92","11.96"
7434,"199.00","100.000","3.333","3.53","3.31"
12370,"199.00","100.000","3.333","3.81","3.96"
4380,"375.21","99.000","3.300","4.25","4.49"
12159,"175.42","98.000","3.267","12.02","12.89"
7477,"280.33","97.000","3.233","22.09","23.77"
756,"181.44","96.000","3.200","12.68","13.87"
10531,"296.64","96.000","3.200","3.05","4.51"
3878,"377.85","95.000","3.167","4.28","4.31"
7948,"591.26","94.000","3.133","1.92","1.41"
12781,"187.06","94.000","3.133","8.82","30.52"
261,"183.57","93.000","3.100","3.92","6.19"
12785,"186.00","93.000","3.100","14.82","21.33"
1092,"597.08","92.000","3.067","10.05","9.83"
2466,"275.08","92.000","3.067","0.89","1.38"
5426,"183.08","92.000","3.067","3.25","3.05"
9456,"229.08","92.000","3.067","4.06","3.05"
2483,"727.09","91.000","3.033","2.36","1.37"
3003,"363.09","91.000","3.033","9.93","13.89"
5522,"135.59","91.000","3.033","3.19","6.96"
892,"377.10","90.000","3.000","6.69","9.46"
10419,"89.10","90.000","3.000","1.11","4.29"
1566,"533.11","89.000","2.967","1.73","1.34"
4249,"337.31","89.000","2.967","1.09","1.34"
11127,"212.71","89.000","2.967","2.41","4.04"
3375,"562.32","88.000","2.933","11.84","20.18"
8005,"373.23","87.000","2.900","4.20","4.34"
7452,"343.14","86.000","2.867","3.87","4.29"
11124,"205.54","86.000","2.867","2.33","3.90"
12169,"497.94","86.000","2.867","12.09","10.89"
74,"339.15","85.000","2.833","7.04","9.96"
3705,"432.65","85.000","2.833","49.10","37.28"
12170,"424.15","85.000","2.833","10.30","10.76"
177,"503.16","84.000","2.800","5.26","3.36"
894,"632.36","84.000","2.800","11.22","8.83"
3634,"251.16","84.000","2.800","4.87","13.95"
8193,"839.16","84.000","2.800","44.79","31.34"
9267,"503.16","84.000","2.800","5.67","4.19"
12410,"167.16","84.000","2.800","3.20","3.33"
9265,"131.97","83.000","2.767","0.43","1.25"
14699,"331.17","83.000","2.767","3.75","3.77"
3120,"323.19","81.000","2.700","8.84","12.37"
6144,"558.09","81.000","2.700","5.74","3.80"
6752,"396.09","81.000","2.700","37.56","36.49"
2138,"303.20","80.000","2.667","3.43","3.63"
8506,"623.20","80.000","2.667","2.02","1.20"
2140,"299.41","79.000","2.633","3.39","3.59"
7696,"545.10","79.000","2.633","3.13","3.75"
10391,"496.91","79.000","2.633","1.61","1.19"
11975,"433.71","79.000","2.633","4.46","3.71"
1087,"500.62","78.000","2.600","8.42","8.33"
1515,"233.22","78.000","2.600","2.91","3.72"
3427,"779.22","78.000","2.600","15.10","12.96"
12638,"169.62","78.000","2.600","3.98","5.96"
573,"153.23","77.000","2.567","13.23","14.45"
613,"153.23","77.000","2.567","7.97","10.64"
10074,"538.23","77.000","2.567","5.53","3.62"
12760,"231.00","77.000","2.567","0.63","1.22"
5617,"2359.83","76.125","2.538","7.09","4.76"
787,"593.44","76.000","2.533","29.14","26.95"
12141,"330.60","76.000","2.533","31.35","34.23"
14259,"379.24","76.000","2.533","1.04","1.20"
7782,"1889.59","75.624","2.521","10.10","11.56"
6744,"603.05","75.487","2.516","12.69","17.31"
4885,"224.25","75.000","2.500","11.55","21.19"
9355,"299.25","75.000","2.500","8.19","11.45"
12239,"149.25","75.000","2.500","2.65","2.48"
2853,"3672.75","74.974","2.499","35.14","17.84"
660,"147.26","74.000","2.467","3.34","4.67"
1444,"643.06","74.000","2.467","1.93","4.62"
10945,"73.26","74.000","2.467","0.92","3.53"
12704,"243.46","74.000","2.467","4.32","7.78"
1505,"457.77","73.000","2.433","18.52","32.02"
2811,"2921.87","72.591","2.420","4.48","4.10"
76,"126.00","72.000","2.400","1.57","3.43"
5428,"143.28","72.000","2.400","2.54","2.38"
7787,"484.88","72.000","2.400","11.39","5.50"
14575,"380.88","72.000","2.400","1.23","1.08"
3018,"176.79","71.000","2.367","10.15","10.41"
1436,"339.10","70.000","2.333","22.76","26.42"
1617,"384.30","70.000","2.333","1.24","1.05"
2989,"139.30","70.000","2.333","20.04","37.63"
7328,"202.30","70.000","2.333","15.94","17.16"
12932,"210.00","70.000","2.333","0.58","1.11"
2843,"2780.01","69.503","2.317","14.86","10.62"
1393,"509.91","69.000","2.300","37.13","30.13"
9703,"551.31","69.000","2.300","77.76","71.13"
11426,"86.25","69.000","2.300","0.97","3.44"
13166,"476.10","69.000","2.300","2.74","3.27"
13680,"309.81","69.000","2.300","1.10","2.00"
13456,"383.22","68.000","2.267","25.70","23.21"
13483,"543.32","68.000","2.267","11.28","7.97"
78,"327.63","67.000","2.233","6.80","7.85"
7329,"193.63","67.000","2.233","15.26","16.42"
1609,"461.34","66.000","2.200","1.49","0.99"
3053,"137.94","66.000","2.200","11.91","12.38"
3636,"428.34","66.000","2.200","22.86","23.24"
8359,"500.94","66.000","2.200","14.22","15.35"
9186,"375.54","66.000","2.200","25.20","24.91"
12374,"131.34","66.000","2.200","2.51","2.62"
6966,"4245.95","65.573","2.186","22.90","10.31"
1613,"259.35","65.000","2.167","0.84","0.98"
4411,"779.35","65.000","2.167","4.48","3.08"
10349,"77.35","65.000","2.167","1.75","4.10"
10423,"81.25","65.000","2.167","0.92","3.24"
14485,"1421.01","64.592","2.153","7.59","9.87"
2824,"1158.54","64.398","2.147","3.48","4.02"
3464,"575.36","64.000","2.133","3.31","3.04"
8499,"332.16","64.000","2.133","3.41","3.01"
10925,"762.26","64.000","2.133","8.59","3.19"
11134,"63.36","64.000","2.133","0.79","3.05"
651,"125.37","63.000","2.100","2.84","3.98"
5429,"156.87","63.000","2.100","2.78","2.09"
11900,"377.37","63.000","2.100","3.88","2.96"
4448,"2823.72","62.889","2.096","15.09","9.61"
236,"210.18","62.000","2.067","53.28","56.36"
572,"117.18","62.000","2.067","10.12","11.63"
1034,"296.98","62.000","2.067","15.70","19.14"
6545,"117.18","62.000","2.067","2.24","2.46"
7698,"427.80","62.000","2.067","2.46","2.94"
4848,"833.90","61.772","2.059","17.55","14.16"
2486,"426.39","61.000","2.033","1.38","0.92"
5836,"145.79","61.000","2.033","10.19","8.82"
10996,"339.30","61.000","2.033","4.94","7.70"
15066,"395.89","61.000","2.033","1.41","1.77"
15324,"269.40","60.000","2.000","0.96","1.74"
2484,"471.41","59.000","1.967","1.53","0.89"
4490,"223.61","59.000","1.967","2.53","2.68"
12380,"58.41","59.000","1.967","1.12","2.34"
3838,"208.22","58.000","1.933","2.36","2.63"
12264,"312.62","58.000","1.933","7.59","7.34"
12909,"1206.15","57.988","1.933","6.93","2.75"
2841,"1539.47","57.039","1.901","8.23","8.72"
378,"227.43","57.000","1.900","6.22","8.70"
1413,"261.63","57.000","1.900","19.13","19.95"
1503,"290.13","57.000","1.900","11.74","25.00"
1559,"151.05","57.000","1.900","0.49","0.86"
2681,"221.73","57.000","1.900","46.88","46.34"
3415,"455.43","57.000","1.900","8.08","5.99"
10250,"84.93","57.000","1.900","46.91","48.72"
10738,"56.43","57.000","1.900","0.71","2.72"
12396,"113.43","57.000","1.900","2.17","2.26"
382,"268.24","56.000","1.867","7.34","8.55"
3749,"89.60","56.000","1.867","10.17","24.56"
9786,"83.44","56.000","1.867","9.56","28.14"
11155,"226.44","56.000","1.867","5.50","7.09"
12476,"223.44","56.000","1.867","11.51","15.82"
1556,"158.95","55.000","1.833","0.51","0.83"
1568,"241.45","55.000","1.833","3.02","2.62"
11025,"268.95","55.000","1.833","3.92","6.94"
12389,"109.45","55.000","1.833","2.09","2.18"
13076,"65.45","55.000","1.833","10.53","11.29"
15195,"125.95","55.000","1.833","0.45","1.60"
12908,"1416.44","54.478","1.816","29.81","12.49"
297,"458.46","54.000","1.800","24.47","19.01"
2688,"339.66","54.000","1.800","47.63","52.94"
4056,"809.46","54.000","1.800","4.37","8.49"
9851,"85.86","54.000","1.800","0.28","0.81"
10731,"53.46","54.000","1.800","8.60","11.09"
237,"206.17","53.000","1.767","2.16","2.12"
2741,"402.80","53.000","1.767","2.32","2.51"
8183,"1202.57","53.000","1.767","11.51","12.61"
10727,"1045.42","53.000","1.767","8.03","2.73"
13921,"847.47","53.000","1.767","23.14","23.35"
9819,"82.68","52.000","1.733","0.27","0.78"
10566,"181.48","52.000","1.733","2.27","2.48"
12443,"129.48","52.000","1.733","16.29","18.31"
14346,"165.88","52.000","1.733","3.17","2.06"
655,"101.49","51.000","1.700","2.30","3.22"
778,"467.09","51.000","1.700","18.60","19.62"
2610,"147.39","51.000","1.700","5.21","7.13"
2616,"96.39","51.000","1.700","1.84","2.02"
6012,"305.49","51.000","1.700","3.19","2.04"
8833,"81.09","51.000","1.700","1.44","1.69"
9187,"290.19","51.000","1.700","19.48","19.25"
12371,"101.49","51.000","1.700","1.94","2.02"
12614,"75.99","51.000","1.700","7.74","29.48"
12913,"366.69","51.000","1.700","2.11","2.42"
13553,"381.99","51.000","1.700","1.36","1.48"
14842,"203.49","51.000","1.700","0.72","1.48"
560,"149.50","50.000","1.667","18.81","17.61"
801,"324.50","50.000","1.667","15.93","17.73"
2551,"340.00","50.000","1.667","16.69","17.73"
3417,"244.50","50.000","1.667","3.36","1.18"
8973,"119.50","50.000","1.667","5.67","8.31"
8974,"119.50","50.000","1.667","5.67","8.31"
10320,"174.50","50.000","1.667","42.80","39.06"
11249,"124.50","50.000","1.667","1.41","2.27"
11277,"154.50","50.000","1.667","1.93","2.38"
12350,"129.50","50.000","1.667","16.25","25.13"
14328,"174.50","50.000","1.667","1.98","2.27"
15335,"114.50","50.000","1.667","0.41","1.45"
262,"151.41","49.000","1.633","3.23","3.26"
612,"141.61","49.000","1.633","7.36","6.77"
768,"509.11","49.000","1.633","20.27","18.85"
1090,"313.11","49.000","1.633","5.27","5.24"
6240,"82.81","49.000","1.633","1.95","3.75"
12027,"207.21","49.000","1.633","3.96","1.94"
13274,"293.51","49.000","1.633","3.32","2.22"
48,"537.92","48.000","1.600","12.64","3.67"
82,"117.22","48.000","1.600","1.46","2.29"
1623,"162.72","48.000","1.600","4.62","11.16"
2611,"181.92","48.000","1.600","9.37","13.56"
2699,"335.52","48.000","1.600","17.74","14.81"
4437,"440.32","48.000","1.600","15.39","15.09"
6515,"263.52","48.000","1.600","0.85","0.72"
6691,"48.45","48.000","1.600","1.03","3.19"
9450,"129.12","48.000","1.600","1.35","1.92"
9691,"223.62","48.000","1.600","15.00","16.38"
10734,"47.52","48.000","1.600","0.59","2.29"
11778,"345.12","48.000","1.600","3.55","2.25"
11803,"143.52","48.000","1.600","1.79","2.29"
12394,"47.52","48.000","1.600","0.91","1.90"
13150,"85.92","48.000","1.600","1.64","1.90"
13151,"85.92","48.000","1.600","1.64","1.90"
14582,"153.12","48.000","1.600","2.93","1.90"
1659,"79.43","47.000","1.567","100.00","100.00"
4253,"117.03","47.000","1.567","1.46","2.24"
5427,"93.53","47.000","1.567","1.66","1.56"
9102,"187.53","47.000","1.567","2.11","2.34"
9457,"117.03","47.000","1.567","2.08","1.56"
11136,"145.23","47.000","1.567","9.74","16.04"
12369,"84.13","47.000","1.567","5.76","6.18"
13590,"74.73","47.000","1.567","0.24","0.71"
8594,"1723.16","46.585","1.553","9.90","2.21"
833,"247.94","46.000","1.533","8.72","7.43"
2460,"121.90","46.000","1.533","0.39","0.69"
4044,"123.74","46.000","1.533","100.00","100.00"
10358,"54.74","46.000","1.533","1.24","2.90"
12160,"82.34","46.000","1.533","5.64","6.05"
13079,"54.74","46.000","1.533","8.81","9.45"
13785,"275.54","46.000","1.533","3.12","2.09"
15067,"174.34","46.000","1.533","0.62","1.34"
47,"260.55","45.000","1.500","6.12","3.44"
84,"413.55","45.000","1.500","8.58","5.28"
1506,"134.55","45.000","1.500","1.68","2.15"
2327,"56.25","45.000","1.500","4.48","10.32"
4439,"220.05","45.000","1.500","20.04","52.13"
10420,"44.55","45.000","1.500","0.56","2.15"
12021,"80.55","45.000","1.500","5.52","5.92"
12479,"71.55","45.000","1.500","1.37","1.78"
14257,"78.75","45.000","1.500","4.25","13.20"
12073,"496.07","44.335","1.478","53.64","66.91"
220,"131.56","44.000","1.467","1.38","1.76"
1229,"83.16","44.000","1.467","1.59","1.74"
1518,"153.56","44.000","1.467","75.52","93.62"
1968,"122.76","44.000","1.467","6.58","14.97"
2894,"219.56","44.000","1.467","69.98","65.67"
5316,"413.16","44.000","1.467","15.59","20.75"
8848,"105.16","44.000","1.467","4.99","7.31"
12383,"43.56","44.000","1.467","0.83","1.74"
12774,"241.56","44.000","1.467","16.88","6.36"
2867,"590.37","43.735","1.458","0.37","0.33"
1969,"248.97","43.000","1.433","13.34","14.63"
2325,"85.57","43.000","1.433","6.82","9.86"
2462,"113.95","43.000","1.433","0.37","0.65"
3170,"107.07","43.000","1.433","1.21","2.14"
3529,"111.37","43.000","1.433","16.38","24.86"
3813,"98.47","43.000","1.433","5.65","6.30"
4417,"184.47","43.000","1.433","56.09","58.90"
6100,"113.95","43.000","1.433","82.07","79.63"
10230,"343.57","43.000","1.433","4.72","1.02"
10392,"137.17","43.000","1.433","4.85","6.01"
10737,"42.57","43.000","1.433","0.53","2.05"
11808,"231.77","43.000","1.433","5.63","5.44"
13156,"75.25","43.000","1.433","0.94","2.05"
14648,"730.57","43.000","1.433","6.99","10.23"
14877,"135.45","43.000","1.433","21.54","44.33"
2635,"125.58","42.000","1.400","4.44","5.87"
2703,"150.78","42.000","1.400","10.42","9.72"
3590,"315.98","42.000","1.400","15.51","14.89"
3957,"234.78","42.000","1.400","2.41","1.97"
7709,"121.38","42.000","1.400","9.56","10.29"
10469,"814.78","42.000","1.400","10.18","2.00"
11530,"100.38","42.000","1.400","1.14","1.91"
12026,"75.18","42.000","1.400","5.15","5.53"
13129,"226.38","42.000","1.400","0.80","1.22"
13594,"49.98","42.000","1.400","8.04","8.62"
14520,"214.38","42.000","1.400","4.86","2.65"
14803,"104.58","42.000","1.400","1.85","1.39"
50,"89.79","41.000","1.367","2.11","3.13"
139,"184.09","41.000","1.367","48.72","53.25"
503,"112.75","41.000","1.367","14.18","14.44"
5166,"122.59","41.000","1.367","2.54","4.81"
9645,"212.79","41.000","1.367","20.18","18.47"
11281,"97.99","41.000","1.367","1.11","1.86"
12613,"204.59","41.000","1.367","2.32","1.86"
13154,"122.59","41.000","1.367","1.38","2.04"
14250,"573.59","41.000","1.367","65.70","20.60"
15073,"115.69","41.000","1.367","0.41","1.19"
2869,"547.38","40.548","1.352","0.34","0.30"
773,"479.60","40.000","1.333","19.10","15.38"
1373,"239.60","40.000","1.333","38.72","35.09"
3372,"255.60","40.000","1.333","5.38","9.17"
3497,"211.60","40.000","1.333","25.59","27.40"
8042,"171.60","40.000","1.333","1.93","2.00"
11802,"239.60","40.000","1.333","2.99","1.91"
12358,"199.60","40.000","1.333","4.85","5.06"
12720,"146.62","40.000","1.333","2.60","4.21"
3088,"438.32","39.884","1.329","1.32","2.49"
2833,"975.82","39.033","1.301","5.22","5.96"
178,"233.61","39.000","1.300","2.44","1.56"
575,"186.81","39.000","1.300","71.23","70.91"
2472,"233.61","39.000","1.300","2.92","1.86"
2634,"147.81","39.000","1.300","5.22","5.45"
9548,"331.11","39.000","1.300","1.90","1.85"
9610,"104.91","39.000","1.300","1.10","1.56"
11634,"136.11","39.000","1.300","1.53","1.95"
12135,"66.55","39.000","1.300","5.75","7.32"
12384,"69.81","39.000","1.300","4.78","5.13"
1643,"170.62","38.000","1.267","4.84","8.84"
4619,"759.62","38.000","1.267","2.28","2.37"
4631,"121.22","38.000","1.267","6.47","14.18"
4711,"71.82","38.000","1.267","1.37","1.51"
6722,"125.02","38.000","1.267","0.40","0.57"
8163,"151.62","38.000","1.267","16.93","18.91"
11165,"60.42","38.000","1.267","0.83","0.90"
11754,"117.42","38.000","1.267","1.47","1.81"
3730,"493.56","37.995","1.267","17.85","9.40"
1026,"184.63","37.000","1.233","9.76","11.42"
1615,"203.13","37.000","1.233","0.66","0.56"
2468,"155.03","37.000","1.233","1.59","1.74"
2706,"121.73","37.000","1.233","2.16","3.89"
7010,"665.63","37.000","1.233","12.10","7.52"
10167,"329.83","37.000","1.233","3.72","1.85"
12322,"199.43","37.000","1.233","4.84","4.68"
12489,"281.20","37.000","1.233","1.62","1.75"
12698,"121.73","37.000","1.233","15.27","18.59"
12796,"166.13","37.000","1.233","11.57","29.84"
12828,"143.93","37.000","1.233","7.41","10.45"
13964,"363.64","37.000","1.233","73.87","72.55"
14468,"106.93","37.000","1.233","2.05","1.47"
190,"243.00","36.000","1.200","2.54","1.44"
286,"179.64","36.000","1.200","9.59","12.68"
775,"71.64","36.000","1.200","5.01","5.20"
957,"136.44","36.000","1.200","2.42","3.79"
2465,"104.04","36.000","1.200","0.34","0.54"
3052,"100.44","36.000","1.200","8.67","6.75"
3332,"143.64","36.000","1.200","36.41","32.73"
3814,"82.44","36.000","1.200","4.73","5.28"
3904,"72.64","36.000","1.200","4.17","5.28"
8596,"122.04","36.000","1.200","6.51","13.43"
10730,"226.44","36.000","1.200","11.66","10.17"
11675,"190.44","36.000","1.200","0.62","0.54"
12385,"35.64","36.000","1.200","0.68","1.43"
14934,"146.34","36.000","1.200","0.52","1.05"
15363,"190.44","36.000","1.200","0.68","1.05"
46,"209.65","35.000","1.167","3.06","4.42"
119,"315.65","35.000","1.167","11.03","11.01"
777,"293.65","35.000","1.167","11.69","13.46"
4779,"377.65","35.000","1.167","15.04","13.46"
5327,"150.15","35.000","1.167","1.69","1.75"
6016,"34.65","35.000","1.167","0.66","1.39"
6104,"87.15","35.000","1.167","1.55","1.16"
8219,"88.55","35.000","1.167","5.08","5.13"
9481,"209.65","35.000","1.167","2.19","1.40"
9693,"183.75","35.000","1.167","8.66","11.36"
13347,"62.65","35.000","1.167","9.76","15.91"
14631,"62.65","35.000","1.167","4.29","4.61"
611,"111.86","34.000","1.133","5.81","4.70"
1433,"186.66","34.000","1.133","12.53","12.83"
1456,"30.26","34.000","1.133","1.57","4.70"
1651,"203.32","34.000","1.133","82.66","87.18"
2235,"543.66","34.000","1.133","9.88","6.91"
3812,"77.86","34.000","1.133","4.47","4.99"
5372,"132.26","34.000","1.133","1.50","1.54"
8845,"81.26","34.000","1.133","3.86","5.65"
9330,"134.26","34.000","1.133","9.81","11.90"
9764,"264.86","34.000","1.133","1.52","1.61"
9955,"305.66","34.000","1.133","29.52","41.46"
10732,"33.66","34.000","1.133","0.42","1.62"
10739,"33.66","34.000","1.133","0.42","1.62"
12024,"60.86","34.000","1.133","4.17","4.47"
12816,"282.90","34.000","1.133","1.63","1.61"
13702,"237.66","34.000","1.133","2.68","1.70"
13738,"94.86","34.000","1.133","24.55","24.46"
3592,"662.20","33.284","1.109","13.94","7.63"
134,"241.47","33.000","1.100","8.44","10.38"
245,"44.55","33.000","1.100","0.47","1.32"
425,"75.57","33.000","1.100","4.34","4.84"
1226,"98.67","33.000","1.100","11.02","16.42"
1247,"94.05","33.000","1.100","19.36","16.18"
1414,"151.47","33.000","1.100","11.07","11.55"
3585,"105.27","33.000","1.100","0.61","1.57"
3680,"98.67","33.000","1.100","11.02","16.42"
5576,"93.83","33.000","1.100","6.86","11.55"
7744,"197.67","33.000","1.100","2.23","1.65"
8649,"82.17","33.000","1.100","1.03","1.57"
9441,"154.77","33.000","1.100","3.26","7.57"
9449,"88.77","33.000","1.100","0.93","1.32"
10323,"98.67","33.000","1.100","24.20","25.78"
10395,"260.37","33.000","1.100","9.20","4.62"
10736,"32.67","33.000","1.100","0.41","1.57"
10884,"123.75","33.000","1.100","0.40","0.50"
11280,"128.37","33.000","1.100","6.61","9.32"
11792,"131.67","33.000","1.100","3.60","5.04"
11817,"263.67","33.000","1.100","2.97","1.65"
12835,"346.17","33.000","1.100","1.12","0.50"
14559,"800.90","32.036","1.068","4.28","4.90"
615,"66.88","32.000","1.067","3.48","4.42"
822,"121.28","32.000","1.067","35.23","42.11"
1009,"159.68","32.000","1.067","33.90","30.77"
1744,"160.00","32.000","1.067","42.17","36.78"
3019,"82.08","32.000","1.067","4.71","4.69"
8013,"159.68","32.000","1.067","5.62","5.17"
